model_name,num_model_params,total_model_size_gb
Llama-1B-PTQ,262735872,0.4893836975097656
Llama-1B-KD-PTQ,262735872,0.4893836975097656
Llama-3B-PTQ,394177536,0.7342128753662109
Llama-1B-KD,1235814400,4.603767395019531
Llama-1B,1235814400,4.603767395019531
Llama-3B,3212749824,11.968425750732422
